Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"HYAL2",,"Hyoscyamus albus L.",white henbane
"HYNI",,"Hyoscyamus niger L.",black henbane
"HYAS80",,"Hypericum ascyron L.",great St. Johnswort
"HYBO2",,"Hypericum boreale (Britton) E.P. Bicknell",northern St. Johnswort
"HYCA7",,"Hypericum canadense L.",lesser Canadian St. Johnswort
"HYDI2",,"Hypericum dissimulatum E.P. Bicknell",disguised St. Johnswort
"HYEL",,"Hypericum ellipticum Hook.",pale St. Johnswort
"HYGE",,"Hypericum gentianoides (L.) Britton, Sterns & Poggenb.",orangegrass
"HYKA",,"Hypericum kalmianum L.",Kalm's St. Johnswort
"HYMA2",,"Hypericum majus (A. Gray) Britton",large St. Johnswort
"HYMU",,"Hypericum mutilum L.",dwarf St. Johnswort
"HYPE",,"Hypericum perforatum L.",common St. Johnswort
"HYPR",,"Hypericum prolificum L.",shrubby St. Johnswort
"HYPU",,"Hypericum punctatum Lam.",spotted St. Johnswort
"HYSP2",,"Hypericum sphaerocarpum Michx.",roundseed St. Johnswort
"HYGL2",,"Hypochaeris glabra L.",smooth cat's ear
"HYRA3",,"Hypochaeris radicata L.",hairy cat's ear
"HYHI2",,"Hypoxis hirsuta (L.) Coville",common goldstar
"HYOF",,"Hyssopus officinalis L.",hyssop
"IBUM",,"Iberis umbellata L.",globe candytuft
"ILAQ80",,"Ilex aquifolium L.",English holly
"ILMU",,"Ilex mucronata (L.) Powell, Savolainen & Andrews",catberry
"ILVE",,"Ilex verticillata (L.) A. Gray",common winterberry
"IMCA",,"Impatiens capensis Meerb.",jewelweed
"IMGL",,"Impatiens glandulifera Royle",ornamental jewelweed
"IMPA",,"Impatiens pallida Nutt.",pale touch-me-not
"INBR",,"Inula britannica L.",British yellowhead
"INHE",,"Inula helenium L.",elecampane inula
"IPHE",,"Ipomoea hederacea Jacq.",ivyleaf morning-glory
"IPLA",,"Ipomoea lacunosa L.",whitestar
"IPPA",,"Ipomoea pandurata (L.) G. Mey.",man of the earth
"IPPU2",,"Ipomoea purpurea (L.) Roth",tall morning-glory
"IPQU",,"Ipomoea quamoclit L.",cypressvine
"IPRU2",,"Ipomopsis rubra (L.) Wherry",standing-cypress
"IRRO",,"Iris ×robusta E.S. Anderson [versicolor × virginica]",iris
"IRBR2",,"Iris brevicaulis Raf.",zigzag iris
"IREN",,"Iris ensata Thunb.",Japanese iris
"IRGE",,"Iris germanica L.",German iris
"IRLA",,"Iris lacustris Nutt.",dwarf lake iris
"IRPA2",,"Iris pallida Lam.",sweet iris
"IRPR",,"Iris prismatica Pursh ex Ker Gawl.",slender blue iris
"IRPS",,"Iris pseudacorus L.",paleyellow iris
"IRPU2",,"Iris pumila L.",dwarf iris
"IRSE",,"Iris setosa Pall. ex Link",beachhead iris
"IRSI",,"Iris sibirica L.",Siberian iris
"IRVE2",,"Iris versicolor L.",harlequin blueflag
"IRVI",,"Iris virginica L.",Virginia iris
"IRVIS",,"Iris virginica L. var. shrevei (Small) E.S. Anderson",Shreve's iris
"ISTI",,"Isatis tinctoria L.",Dyer's woad
"ISDO",,"Isoetes ×dodgei A.A. Eaton (pro sp.) [riparia × tenella]",quillwort
"ISEA",,"Isoetes ×eatonii R. Dodge (pro sp.) [engelmannii × tenella]",quillwort
"ISEC3",,"Isoetes ×echtuckeri D.F. Brunton & D.M. Britton [tenella × tuckermannii]",quillwort
"ISFO",,"Isoetes ×foveolata A.A. Eaton ex R. Dodge (pro sp.) [engelmannii × tuckermannii]",quillwort
"ISHA4",,"Isoetes ×harveyi A.A. Eaton (pro sp.) [lacustris × truncata]",quillwort
"ISHI2",,"Isoetes ×hickeyi W.C. Taylor & N. Luebke [lacustris × tenella]",quillwort
"ISJE2",,"Isoetes ×jeffreyi D.M. Britton & D.F. Brunton",quillwort
"ISEN",,"Isoetes engelmannii A. Braun",Appalachian quillwort
"ISLA",,"Isoetes lacustris L.",lake quillwort
"ISRI",,"Isoetes riparia Engelm. ex A. Braun",shore quillwort
"ISTE5",,"Isoetes tenella Léman",spiny-spore quillwort
"ISTU",,"Isoetes tuckermanii A. Braun",Tuckerman's quillwort
"ISME2",,"Isotria medeoloides (Pursh) Raf.",small whorled pogonia
"ISVE",,"Isotria verticillata Raf.",large whorled pogonia
"JEDI",,"Jeffersonia diphylla (L.) Pers.",twinleaf
"JUCI",,"Juglans cinerea L.",butternut
"JUNI",,"Juglans nigra L.",black walnut
"JURE80",,"Juglans regia L.",English walnut
"JUGR3",,"Juncus ×gracilescens F.J. Herm. ex Wadmond [alpinoarticulatus × brevicaudatus]",rush
"JULE6",,"Juncus ×lemieuxii B. Boivin [articulatus × canadensis]",Lemieux's rush
"JUNO3",,"Juncus ×nodosiformis Fernald [alpinoarticulatus × nodosus]",rush
"JUAC",,"Juncus acuminatus Michx.",tapertip rush
"JUAL2",,"Juncus albescens (Lange) Fernald",northern white rush
"JUAL4",,"Juncus alpinoarticulatus Chaix",northern green rush
"JUAN3",,"Juncus anthelatus (Wiegand) R.E. Brooks",greater poverty rush
"JUAR2",,"Juncus arcticus Willd.",arctic rush
"JUARA",,"Juncus arcticus Willd. ssp. alaskanus Hultén",Alaska rush
"JUARL",,"Juncus arcticus Willd. ssp. littoralis (Engelm.) Hultén",mountain rush
"JUAR4",,"Juncus articulatus L.",jointleaf rush
"JUBI2",,"Juncus biglumis L.",twoflowered rush
"JUBR",,"Juncus brachycarpus Engelm.",whiteroot rush
"JUBR2",,"Juncus brachycephalus (Engelm.) Buchenau",smallhead rush
"JUBR4",,"Juncus brevicaudatus (Engelm.) Fernald",narrowpanicle rush
"JUBU",,"Juncus bufonius L.",toad rush
"JUBUB",,"Juncus bufonius L. var. bufonius ",toad rush
"JUCA3",,"Juncus canadensis J. Gay ex Laharpe",Canadian rush
"JUCA6",,"Juncus castaneus Sm.",chestnut rush
"JUCAC2",,"Juncus castaneus Sm. ssp. castaneus ",chestnut rush
"JUCO",,"Juncus compressus Jacq.",roundfruit rush
"JUDU2",,"Juncus dudleyi Wiegand",Dudley's rush
"JUEF",,"Juncus effusus L.",common rush
"JUEFE2",,"Juncus effusus L. var. effusus ",common rush
"JUEN",,"Juncus ensifolius Wikstr.",swordleaf rush
"JUFI",,"Juncus filiformis L.",thread rush
"JUGE",,"Juncus gerardii Loisel.",saltmeadow rush
"JUGEG",,"Juncus gerardii Loisel. var. gerardii ",saltmeadow rush
"JUGR",,"Juncus greenei Oakes & Tuck.",Greene's rush
"JUIN",,"Juncus inflexus L.",European meadow rush
"JUIN2",,"Juncus interior Wiegand",inland rush
"JUINI",,"Juncus interior Wiegand var. interior ",inland rush
"JULO",,"Juncus longistylis Torr.",longstyle rush
"JULOL",,"Juncus longistylis Torr. var. longistylis ",longstyle rush
"JUMA4",,"Juncus marginatus Rostk.",grassleaf rush
"JUMI2",,"Juncus militaris Bigelow",bayonet rush
"JUNO2",,"Juncus nodosus L.",knotted rush
"JUNON",,"Juncus nodosus L. var. nodosus ",knotted rush
"JUPE",,"Juncus pelocarpus E. Mey.",brownfruit rush
"JUSE",,"Juncus secundus P. Beauv. ex Poir.",lopsided rush
"JUST",,"Juncus stygius L.",moor rush
"JUSTA",,"Juncus stygius L. ssp. americanus (Buchenau) Hultén",moor rush
"JUSU2",,"Juncus subtilis E. Mey.",greater creeping rush
"JUTE",,"Juncus tenuis Willd.",poverty rush
"JUTO",,"Juncus torreyi Coville",Torrey's rush
"JUVA",,"Juncus vaseyi Engelm.",Vasey's rush
"JUCO6",,"Juniperus communis L.",common juniper
"JUCOD",,"Juniperus communis L. var. depressa Pursh",common juniper
"JUHO2",,"Juniperus horizontalis Moench",creeping juniper
"JUSA5",,"Juniperus sabina L.",savin
"JUVI",,"Juniperus virginiana L.",eastern redcedar
"JUVIV",,"Juniperus virginiana L. var. virginiana ",eastern redcedar
"JUAM",,"Justicia americana (L.) Vahl",American water-willow
"KAAN",,"Kalmia angustifolia L.",sheep laurel
"KAMI",,"Kalmia microphylla (Hook.) A. Heller",alpine laurel
"KAPO",,"Kalmia polifolia Wangenh.",bog laurel
"KEJA",,"Kerria japonica (L.) DC.",Japanese rose
"KIEL",,"Kickxia elatine (L.) Dumort.",sharpleaf cancerwort
"KISP",,"Kickxia spuria (L.) Dumort.",roundleaf cancerwort
"KNAR",,"Knautia arvensis (L.) J.M. Coult.",field scabiosa
"KOMY",,"Kobresia myosuroides (Vill.) Fiori",Bellardi bog sedge
"KOSI2",,"Kobresia simpliciuscula (Wahlenb.) Mack.",simple bog sedge
"KOMA",,"Koeleria macrantha (Ledeb.) Schult.",prairie Junegrass
"KOIS",,"Koenigia islandica L.",island purslane
"KRBI",,"Krigia biflora (Walter) S.F. Blake",twoflower dwarfdandelion
"KRBIB",,"Krigia biflora (Walter) S.F. Blake var. biflora ",twoflower dwarfdandelion
"LAPU6",,"Lablab purpureus (L.) Sweet",hyacinthbean
"LABI",,"Lactuca biennis (Moench) Fernald",tall blue lettuce
"LACA",,"Lactuca canadensis L.",Canada lettuce
"LAFL",,"Lactuca floridana (L.) Gaertn.",woodland lettuce
"LAFLF",,"Lactuca floridana (L.) Gaertn. var. floridana ",woodland lettuce
"LAFLV",,"Lactuca floridana (L.) Gaertn. var. villosa (Jacq.) Cronquist",woodland lettuce
"LAHI",,"Lactuca hirsuta Muhl. ex Nutt.",hairy lettuce
"LAHIH3",,"Lactuca hirsuta Muhl. ex Nutt. var. hirsuta ",hairy lettuce
"LAHIS2",,"Lactuca hirsuta Muhl. ex Nutt. var. sanguinea (Bigelow) Fernald",hairy lettuce
"LASA",,"Lactuca saligna L.",willowleaf lettuce
"LASA3",,"Lactuca sativa L.",garden lettuce
"LASE",,"Lactuca serriola L.",prickly lettuce
"LATA",,"Lactuca tatarica (L.) C.A. Mey.",blue lettuce
"LATAP",,"Lactuca tatarica (L.) C.A. Mey. var. pulchella (Pursh) Breitung",blue lettuce
"LAOV",,"Lagurus ovatus L.",harestail grass
"LAAL",,"Lamium album L.",white deadnettle
"LAAM",,"Lamium amplexicaule L.",henbit deadnettle
"LAMA",,"Lamium maculatum L.",spotted henbit
"LAPU2",,"Lamium purpureum L.",purple deadnettle
"LAPUP",,"Lamium purpureum L. var. purpureum ",purple deadnettle
"LACA3",,"Laportea canadensis (L.) Weddell",Canadian woodnettle
"LASQ",,"Lappula squarrosa (Retz.) Dumort.",European stickseed
"LACO3",,"Lapsana communis L.",common nipplewort
"LADE2",,"Larix decidua Mill.",European larch
"LAKA2",,"Larix kaempferi (Lam.) Carrière",Japanese larch
"LALA",,"Larix laricina (Du Roi) K. Koch",tamarack
"LAJA",,"Lathyrus japonicus Willd.",beach pea
"LAJAJ",,"Lathyrus japonicus Willd. var. japonicus ",beach pea
"LAJAM",,"Lathyrus japonicus Willd. var. maritimus (L.) Kartesz & Gandhi",beach pea
"LAJAP",,"Lathyrus japonicus Willd. var. parviflorus Fassett",smallflower beach pea
"LAJAP2",,"Lathyrus japonicus Willd. var. pellitus Fernald",beach pea
"LALA4",,"Lathyrus latifolius L.",perennial pea
"LAOC2",,"Lathyrus ochroleucus Hook.",cream pea
"LAOD",,"Lathyrus odoratus L.",sweetpea
"LAPA4",,"Lathyrus palustris L.",marsh pea
"LAPR",,"Lathyrus pratensis L.",meadow pea
"LASA2",,"Lathyrus sativus L.",white pea
"LASY",,"Lathyrus sylvestris L.",flat pea
"LATU",,"Lathyrus tuberosus L.",tuberous sweetpea
"LAVE",,"Lathyrus venosus Muhl. ex Willd.",veiny pea
"LATH",,"Lavatera thuringiaca L.",tree lavatera
"LEIN",,"Lechea intermedia Leggett ex Britton",largepod pinweed
"LEINI2",,"Lechea intermedia Leggett ex Britton var. intermedia ",largepod pinweed
"LEMI",,"Lechea minor L.",thymeleaf pinweed
"LEMU3",,"Lechea mucronata Raf.",hairy pinweed
"LEPU4",,"Lechea pulchella Raf.",Leggett's pinweed
"LEPUM",,"Lechea pulchella Raf. var. moniliformis (E.P. Bicknell) Seymour",Leggett's pinweed
"LEST",,"Lechea stricta Leggett ex Britton",prairie pinweed
"LEGR",,"Ledum groenlandicum Oeder",bog Labrador tea
"LEPA11",,"Ledum palustre L.",marsh Labrador tea
"LEPAD",,"Ledum palustre L. ssp. decumbens (Aiton) Hultén",marsh Labrador tea
"LEOR",,"Leersia oryzoides (L.) Sw.",rice cutgrass
"LEVI2",,"Leersia virginica Willd.",whitegrass
"LEMI3",,"Lemna minor L.",common duckweed
"LETR",,"Lemna trisulca L.",star duckweed
"LETU2",,"Lemna turionifera Landolt",turion duckweed
"LECU2",,"Lens culinaris Medik.",lentil
"LEAU2",,"Leontodon autumnalis L.",fall dandelion
"LEAUA",,"Leontodon autumnalis L. ssp. autumnalis ",fall dandelion
"LEHI",,"Leontodon hispidus L.",bristly hawkbit
"LEHIH",,"Leontodon hispidus L. ssp. hispidus ",bristly hawkbit
"LETA",,"Leontodon taraxacoides (Vill.) Mérat",lesser hawkbit
"LETAT",,"Leontodon taraxacoides (Vill.) Mérat ssp. taraxacoides ",lesser hawkbit
"LECA2",,"Leonurus cardiaca L.",common motherwort
"LECAC7",,"Leonurus cardiaca L. ssp. cardiaca ",common motherwort
"LECA5",,"Lepidium campestre (L.) W.T. Aiton",field pepperweed
"LEPE2",,"Lepidium perfoliatum L.",clasping pepperweed
"LERA2",,"Lepidium ramosissimum A. Nelson",manybranched pepperweed
"LERAB2",,"Lepidium ramosissimum A. Nelson var. bourgeauanum (Thell.) Rollins",Bourgeau's pepperweed
"LERAR3",,"Lepidium ramosissimum A. Nelson var. ramosissimum ",manybranched pepperweed
"LERU",,"Lepidium ruderale L.",roadside pepperweed
"LESA2",,"Lepidium sativum L.",gardencress pepperweed
"LEVI3",,"Lepidium virginicum L.",Virginia pepperweed
"LEVIV2",,"Lepidium virginicum L. var. virginicum ",Virginia pepperweed
"LEFU21",,"Leptochloa fusca (L.) Kunth",Malabar sprangletop
"LEFUF",,"Leptochloa fusca (L.) Kunth ssp. fascicularis (Lam.) N. Snow",bearded sprangletop
"LELO",,"Lespedeza ×longifolia DC. (pro sp.) [capitata × hirta]",lespedeza
"LENU",,"Lespedeza ×nuttallii Darl. (pro sp.) [hirta × violacea]",lespedeza
"LEBI2",,"Lespedeza bicolor Turcz.",shrub lespedeza
"LECA8",,"Lespedeza capitata Michx.",roundhead lespedeza
"LECU",,"Lespedeza cuneata (Dum. Cours.) G. Don",sericea lespedeza
"LEFR5",,"Lespedeza frutescens (L.) Hornem.",shrubby lespedeza
"LEHI2",,"Lespedeza hirta (L.) Hornem.",hairy lespedeza
"LEHIH2",,"Lespedeza hirta (L.) Hornem. ssp. hirta ",hairy lespedeza
"LETH4",,"Lespedeza thunbergii (DC.) Nakai",Thunberg's lespedeza
"LEVI6",,"Lespedeza violacea (L.) Pers.",violet lespedeza
"LEVI7",,"Lespedeza virginica (L.) Britton",slender lespedeza
"LESE6",,"Leucanthemella serotina (L.) Tzvelev",giantdaisy
"LEVU",,"Leucanthemum vulgare Lam.",oxeye daisy
"LEGR7",,"Leucophysalis grandiflora (Hook.) Rydb.",large false groundcherry
"LEMU",,"Leucospora multifida (Michx.) Nutt.",narrowleaf paleseed
"LEOF",,"Levisticum officinale W.D.J. Koch",garden lovage
"LEAR11",,"Leymus arenarius (L.) Hochst.",sand ryegrass
"LEIN6",,"Leymus innovatus (Beal) Pilg.",downy ryegrass
"LEMO8",,"Leymus mollis (Trin.) Pilg.",American dunegrass
"LEMOM2",,"Leymus mollis (Trin.) Pilg. ssp. mollis ",American dunegrass
"LIGL3",,"Liatris ×gladewitzii (Farw.) Farw. ex Shinners [cylindracea × spheroidea]",blazing star
"LIAS",,"Liatris aspera Michx.",tall blazing star
"LIASI",,"Liatris aspera Michx. var. intermedia (Lunell) Gaiser",tall blazing star
"LICY",,"Liatris cylindracea Michx.",Ontario blazing star
"LISP",,"Liatris spicata (L.) Willd.",dense blazing star
"LISPS",,"Liatris spicata (L.) Willd. var. spicata ",dense blazing star
"LISC3",,"Ligusticum scoticum L.",Scottish licorice-root
"LISCS2",,"Ligusticum scoticum L. ssp. scoticum ",Scottish licorice-root
"LIOV",,"Ligustrum ovalifolium Hassk.",California privet
"LIVU",,"Ligustrum vulgare L.",European privet
"LIBU",,"Lilium bulbiferum L.",orange lily
"LICA3",,"Lilium canadense L.",Canada lily
"LICAC",,"Lilium canadense L. ssp. canadense ",Canada lily
"LILA8",,"Lilium lancifolium Thunb.",tiger lily
"LIMI9",,"Lilium michiganense Farw.",Michigan lily
"LIPH",,"Lilium philadelphicum L.",wood lily
"LIPHP",,"Lilium philadelphicum L. var. philadelphicum ",wood lily
"LIVU3",,"Limonium vulgare Mill.",Mediterranean sea lavender
"LIAQ",,"Limosella aquatica L.",water mudwort
"LIDA",,"Linaria dalmatica (L.) Mill.",Dalmatian toadflax
"LIDAD",,"Linaria dalmatica (L.) Mill. ssp. dalmatica ",Dalmatian toadflax
"LIVU2",,"Linaria vulgaris Mill.",butter and eggs
"LIBE3",,"Lindera benzoin (L.) Blume",northern spicebush
"LIBEB",,"Lindera benzoin (L.) Blume var. benzoin ",northern spicebush
"LIDU",,"Lindernia dubia (L.) Pennell",yellowseed false pimpernel
"LIDUA",,"Lindernia dubia (L.) Pennell var. anagallidea (Michx.) Cooperr.",yellowseed false pimpernel
"LIDUD",,"Lindernia dubia (L.) Pennell var. dubia ",yellowseed false pimpernel
"LIBO3",,"Linnaea borealis L.",twinflower
"LIBOA",,"Linnaea borealis L. ssp. americana (Forbes) Hultén ex R.T. Clausen",twinflower
"LIAU5",,"Linum austriacum L.",Asian flax
"LICA9",,"Linum catharticum L.",fairy flax
"LILE3",,"Linum lewisii Pursh",Lewis flax
"LILEL4",,"Linum lewisii Pursh var. lepagei (B. Boivin) C.M. Rogers",Lewis flax
"LIME2",,"Linum medium (Planch.) Britton",stiff yellow flax
"LIMEM",,"Linum medium (Planch.) Britton var. medium ",stiff yellow flax
"LIMET",,"Linum medium (Planch.) Britton var. texanum (Planch.) Fernald",stiff yellow flax
"LIPE2",,"Linum perenne L.",blue flax
"LIST",,"Linum striatum Walter",ridged yellow flax
"LISU4",,"Linum sulcatum Riddell",grooved flax
"LISUS",,"Linum sulcatum Riddell var. sulcatum ",grooved flax
"LIUS",,"Linum usitatissimum L.",common flax
"LIVI",,"Linum virginianum L.",woodland flax
"LILI3",,"Liparis liliifolia (L.) Rich. ex Ker Gawl.",brown widelip orchid
"LILO",,"Liparis loeselii (L.) Rich.",yellow widelip orchid
"LIMI12",,"Lipocarpha micrantha (Vahl) G. Tucker",smallflower halfchaff sedge
"LITU",,"Liriodendron tulipifera L.",tuliptree
"LIVE4",,"Listera ×veltmanii Case [auriculata × convallarioides]",twayblade
"LIAU2",,"Listera auriculata Wiegand",auricled twayblade
"LIAU3",,"Listera australis Lindl.",southern twayblade
"LIBO4",,"Listera borealis Morong",northern twayblade
"LICO5",,"Listera convallarioides (Sw.) Nutt. ex Elliott",broadlipped twayblade
"LICO6",,"Listera cordata (L.) R. Br.",heartleaf twayblade
"LICOC2",,"Listera cordata (L.) R. Br. var. cordata ",heartleaf twayblade
"LIOV3",,"Listera ovata (L.) R. Br.",eggleaf twayblade
"LICA12",,"Lithospermum canescens (Michx.) Lehm.",hoary puccoon
"LICA13",,"Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.",Carolina puccoon
"LICAC9",,"Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill. var. croceum (Fernald) Cronquist",Carolina puccoon
"LIIN2",,"Lithospermum incisum Lehm.",narrowleaf stoneseed
"LILA2",,"Lithospermum latifolium Michx.",American stoneseed
"LIOF",,"Lithospermum officinale L.",European stoneseed
"LIUN",,"Littorella uniflora (L.) Asch.",American shoreweed
"LOSP2",,"Lobelia ×speciosa Sweet (pro sp.) [cardinalis × siphilitica]",lobelia
"LOSPS2",,"Lobelia ×speciosa Sweet (pro nm.) var. schneckii Bowden (pro nm.) [cardinalis var. cardinalis × siphilitica var. siphilitica]",lobelia
"LOCA2",,"Lobelia cardinalis L.",cardinalflower
"LODO",,"Lobelia dortmanna L.",Dortmann's cardinalflower
"LOIN",,"Lobelia inflata L.",Indian-tobacco
"LOKA",,"Lobelia kalmii L.",Ontario lobelia
"LOSI",,"Lobelia siphilitica L.",great blue lobelia
"LOSIS2",,"Lobelia siphilitica L. var. siphilitica ",great blue lobelia
"LOSP",,"Lobelia spicata Lam.",palespike lobelia
"LOSPC",,"Lobelia spicata Lam. var. campanulata McVaugh",palespike lobelia
"LOSPH",,"Lobelia spicata Lam. var. hirtella A. Gray",palespike lobelia
"LOSPS4",,"Lobelia spicata Lam. var. spicata ",palespike lobelia
"LOMA",,"Lobularia maritima (L.) Desv.",sweet alyssum
"LOAR5",,"Logfia arvensis (L.) Holub",field cottonrose
"LOPE",,"Lolium perenne L.",perennial ryegrass
"LOPEM2",,"Lolium perenne L. ssp. multiflorum (Lam.) Husnot",Italian ryegrass
"LOPEP",,"Lolium perenne L. ssp. perenne ",perennial ryegrass
"LOPE2",,"Lolium persicum Boiss. & Hohen. ex Boiss.",Persian ryegrass
"LORE8",,"Lolium remotum Schrank",remote ryegrass
"LOTE2",,"Lolium temulentum L.",Darnel ryegrass
"LOTET",,"Lolium temulentum L. ssp. temulentum ",Darnel ryegrass
"LORO",,"Lomatogonium rotatum (L.) Fr. ex Fernald",marsh felwort
"LOBE",,"Lonicera ×bella Zabel [morrowii × tatarica]",showy fly honeysuckle
"LOCA7",,"Lonicera canadensis W. Bartram ex Marshall",American fly honeysuckle
"LOCA8",,"Lonicera caprifolium L.",Italian woodbine
"LOCH5",,"Lonicera chrysantha Turcz. ex Ledeb.",honeysuckle
"LODI2",,"Lonicera dioica L.",limber honeysuckle
"LOEM",,"Lonicera emphyllocalyx Maxim.",blue-fly honeysuckle
"LOHI",,"Lonicera hirsuta Eaton",hairy honeysuckle
"LOIN5",,"Lonicera involucrata (Richardson) Banks ex Spreng.",twinberry honeysuckle
"LOINI",,"Lonicera involucrata (Richardson) Banks ex Spreng. var. involucrata ",twinberry honeysuckle
"LOJA",,"Lonicera japonica Thunb.",Japanese honeysuckle
"LOMA6",,"Lonicera maackii (Rupr.) Herder",Amur honeysuckle
"LOMO2",,"Lonicera morrowii A. Gray",Morrow's honeysuckle
"LOOB",,"Lonicera oblongifolia (Goldie) Hook.",swamp fly honeysuckle
"LOPE4",,"Lonicera periclymenum L.",European honeysuckle
"LOSE",,"Lonicera sempervirens L.",trumpet honeysuckle
"LOTA",,"Lonicera tatarica L.",Tatarian honeysuckle
"LOVI",,"Lonicera villosa (Michx.) Schult.",mountain fly honeysuckle
"LOVIC",,"Lonicera villosa (Michx.) Schult. var. calvescens (Fernald & Wiegand) Fernald",mountain fly honeysuckle
"LOVIS",,"Lonicera villosa (Michx.) Schult. var. solonis (Eaton) Fernald",mountain fly honeysuckle
"LOVIT",,"Lonicera villosa (Michx.) Schult. var. tonsa Fernald",mountain fly honeysuckle
"LOVIV",,"Lonicera villosa (Michx.) Schult. var. villosa ",mountain fly honeysuckle
"LOXY",,"Lonicera xylosteum L.",dwarf honeysuckle
"LOCO6",,"Lotus corniculatus L.",bird's-foot trefoil
"LOCOC5",,"Lotus corniculatus L. var. corniculatus ",bird's-foot trefoil
"LOPE80",,"Lotus pedunculatus Cav.",big trefoil
"LOTE4",,"Lotus tenuis Waldst. & Kit. ex Willd.",narrowleaf trefoil
"LUAL2",,"Ludwigia alternifolia L.",seedbox
"LUPA",,"Ludwigia palustris (L.) Elliott",marsh seedbox
"LUPO",,"Ludwigia polycarpa Short & Peter",manyfruit primrose-willow
"LUAN",,"Lunaria annua L.",annual honesty
"LUPE3",,"Lupinus perennis L.",sundial lupine
"LUPEP",,"Lupinus perennis L. ssp. perennis ",sundial lupine
"LUPEP3",,"Lupinus perennis L. ssp. perennis var. perennis ",sundial lupine
"LUPO2",,"Lupinus polyphyllus Lindl.",bigleaf lupine
"LUPOP2",,"Lupinus polyphyllus Lindl. ssp. polyphyllus ",bigleaf lupine
"LUPOP4",,"Lupinus polyphyllus Lindl. ssp. polyphyllus var. polyphyllus ",bigleaf lupine
"LUAC",,"Luzula acuminata Raf.",hairy woodrush
"LUACA2",,"Luzula acuminata Raf. ssp. acuminata ",hairy woodrush
"LUAR9",,"Luzula arctica Blytt",arctic woodrush
"LUARA8",,"Luzula arctica Blytt ssp. arctica ",arctic woodrush
"LUCA2",,"Luzula campestris (L.) DC.",field woodrush
"LUCO5",,"Luzula confusa Lindeberg",northern woodrush
"LULU3",,"Luzula luzuloides (Lam.) Dandy & Wilmott",oakforest woodrush
"LUMU2",,"Luzula multiflora (Ehrh.) Lej.",common woodrush
"LUMUF",,"Luzula multiflora (Ehrh.) Lej. ssp. frigida (Buchenau) Krecz.",common woodrush
"LUMUM",,"Luzula multiflora (Ehrh.) Lej. ssp. multiflora ",common woodrush
"LUPA14",,"Luzula pallidula J. Kirschner",Eurasian woodrush
"LUPA4",,"Luzula parviflora (Ehrh.) Desv.",smallflowered woodrush
"LYCH3",,"Lychnis chalcedonica L.",maltesecross
"LYCO",,"Lychnis coronaria (L.) Desr.",rose campion
"LYFL3",,"Lychnis flos-cuculi L.",ragged robin
"LYBA4",,"Lycium barbarum L.",matrimony vine
"LYCH",,"Lycium chinense Mill.",Chinese desert-thorn
"LYIN2",,"Lycopodiella inundata (L.) Holub",inundated clubmoss
"LYHA2",,"Lycopodium ×habereri House [digitatum × tristachyum]",clubmoss
"LYZE",,"Lycopodium ×zeilleri (Rouy) Greuter & Burdet [complanatum × tristachyum]",clubmoss
"LYAN2",,"Lycopodium annotinum L.",stiff clubmoss
"LYCL",,"Lycopodium clavatum L.",running clubmoss
"LYCO3",,"Lycopodium complanatum L.",groundcedar
"LYDE",,"Lycopodium dendroideum Michx.",tree groundpine
"LYDI3",,"Lycopodium digitatum Dill. ex A. Braun",fan clubmoss
"LYHI2",,"Lycopodium hickeyi W.H. Wagner, Beitel & Moran",Pennsylvania clubmoss
"LYLA5",,"Lycopodium lagopus (Laest. ex Hartm.) Zinserl. ex Kuzen",one-cone clubmoss
"LYOB",,"Lycopodium obscurum L.",rare clubmoss
"LYSA",,"Lycopodium sabinifolium Willd.",savinleaf groundpine
"LYSI",,"Lycopodium sitchense Rupr.",Sitka clubmoss
"LYTR",,"Lycopodium tristachyum Pursh",deeproot clubmoss
"LYSH2",,"Lycopus ×sherardii Steele (pro sp.) [uniflorus × virginicus]",waterhorehound
"LYAM",,"Lycopus americanus Muhl. ex W.P.C. Barton",American water horehound
"LYAS",,"Lycopus asper Greene",rough bugleweed
"LYEU",,"Lycopus europaeus L.",gypsywort
"LYUN",,"Lycopus uniflorus Michx.",northern bugleweed
"LYUNU2",,"Lycopus uniflorus Michx. var. uniflorus ",northern bugleweed
"LYVI4",,"Lycopus virginicus L.",Virginia water horehound
"LYCO6",,"Lysimachia ×commixta Fernald [terrestris × thyrsiflora]",yellow loosestrife
"LYPR",,"Lysimachia ×producta (A. Gray) Fernald (pro sp.) [quadrifolia × terrestris]",yellow loosestrife
"LYCI",,"Lysimachia ciliata L.",fringed loosestrife
"LYHY",,"Lysimachia hybrida Michx.",lowland yellow loosestrife
"LYLA",,"Lysimachia lanceolata Walter",lanceleaf loosestrife
"LYNU",,"Lysimachia nummularia L.",creeping jenny
"LYPU2",,"Lysimachia punctata L.",large yellow loosestrife
"LYQU",,"Lysimachia quadriflora Sims",fourflower yellow loosestrife
"LYQU2",,"Lysimachia quadrifolia L.",whorled yellow loosestrife
"LYTE2",,"Lysimachia terrestris (L.) Britton, Sterns & Poggenb.",earth loosestrife
"LYTH2",,"Lysimachia thyrsiflora L.",tufted loosestrife
"LYVU",,"Lysimachia vulgaris L.",garden yellow loosestrife
